customer_name,base,protein,guac,queso,chips_salsa,chips_queso,chips_guacamole,brownie,cookie,16oz,22oz,order_cost,date
cwnttyo,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/6/2022
lhilbww,N/A,N/A,0,0,1,0,0,0,1,0,1,6.63,10/6/2022
lhilbww,N/A,N/A,0,0,0,1,0,0,0,0,0,3.69,10/6/2022
lhilbww,N/A,N/A,0,0,1,0,0,0,0,0,0,2.19,10/6/2022
cxxpgnw,Burrito,Chicken,1,1,1,0,0,1,0,0,0,15.47,10/6/2022
cxxpgnw,Burrito,Chicken,1,1,0,0,0,0,0,0,0,11.29,10/6/2022
cxxpgnw,N/A,N/A,0,0,0,0,0,0,0,0,0,0,10/6/2022
xikjynv,Bowl,Steak,1,0,0,0,0,0,1,0,1,14.73,10/6/2022
xikjynv,N/A,N/A,0,0,0,1,0,0,0,0,0,3.69,10/6/2022
xikjynv,N/A,N/A,0,0,1,0,0,0,0,0,0,2.19,10/6/2022
xikjynv,N/A,N/A,0,0,0,1,0,0,0,0,0,3.69,10/6/2022
hajbgxf,Burrito,Beef,0,0,0,0,0,0,0,0,1,10.64,10/6/2022
hajbgxf,N/A,N/A,0,0,0,1,0,0,1,0,1,7.67,10/6/2022
hajbgxf,N/A,N/A,0,0,0,0,0,0,1,0,1,3.98,10/6/2022
hajbgxf,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/6/2022
vuujwzu,N/A,N/A,0,0,1,0,0,0,1,0,1,6.63,10/6/2022
vuujwzu,N/A,N/A,0,0,1,0,0,1,0,0,0,4.18,10/6/2022
vuujwzu,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/6/2022
mtakoky,Burrito,Chicken,0,1,0,0,1,0,1,0,0,14.92,10/6/2022
lqtujwu,Burrito,Chicken,1,0,0,1,0,1,0,0,0,14.97,10/6/2022
lqtujwu,Burrito,Vegetables,1,1,1,0,0,1,0,0,1,17.46,10/6/2022
lqtujwu,N/A,N/A,0,0,0,1,0,0,0,0,0,3.69,10/6/2022
lqtujwu,N/A,N/A,0,0,0,1,0,0,0,0,0,3.69,10/6/2022
itwuyyd,N/A,N/A,0,0,1,0,0,1,1,0,0,6.17,10/6/2022
vjgxpoz,Burrito,Steak,1,1,0,0,0,0,0,1,1,16.99,10/6/2022
vjgxpoz,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/6/2022
vjgxpoz,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/6/2022
fkrzwqd,Bowl,Beef,1,0,0,0,0,0,0,0,1,12.64,10/6/2022
fkrzwqd,N/A,N/A,0,0,0,0,0,0,1,0,1,3.98,10/6/2022
sksssie,Burrito,Chicken,0,0,0,0,0,0,0,1,1,11.99,10/6/2022
sksssie,N/A,N/A,0,0,0,0,0,0,1,0,1,3.98,10/6/2022
sksssie,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/6/2022
sksssie,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/6/2022
zgpoxnk,N/A,N/A,0,0,0,1,0,1,0,1,1,10.38,10/6/2022
zgpoxnk,Bowl,Beef,1,0,0,1,0,0,1,1,1,19.85,10/6/2022
zgpoxnk,Burrito,Beef,1,0,0,0,0,0,1,1,1,16.16,10/6/2022
zgpoxnk,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/6/2022
droopve,Burrito,Chicken,1,1,0,1,0,1,0,0,1,19.42,10/6/2022
droopve,N/A,N/A,0,0,0,1,0,1,0,0,0,5.68,10/6/2022
droopve,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/6/2022
okiasrd,N/A,N/A,0,0,0,0,0,1,0,0,1,4.44,10/6/2022
okiasrd,Burrito,Steak,1,0,0,0,0,0,0,1,1,14.27,10/6/2022
okiasrd,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/6/2022
ddgvadd,Burrito,Steak,1,0,0,0,0,0,1,1,1,16.98,10/6/2022
ddgvadd,N/A,N/A,0,0,1,0,0,0,1,0,0,4.18,10/6/2022
ddgvadd,N/A,N/A,0,0,1,0,0,0,0,0,0,2.19,10/6/2022
ddgvadd,N/A,N/A,0,0,1,0,0,0,0,0,0,2.19,10/6/2022
npfwjrt,Burrito,Vegetables,0,1,0,0,0,1,0,0,0,11.28,10/6/2022
uvlaxub,Bowl,Vegetables,0,1,0,0,0,1,0,1,0,13.53,10/6/2022
uvlaxub,Bowl,Vegetables,1,0,0,0,0,0,0,1,0,11.28,10/6/2022
uvlaxub,Bowl,Beef,1,0,0,0,0,0,0,1,0,12.18,10/6/2022
uvlaxub,Bowl,Beef,1,1,0,0,0,0,0,1,0,14.18,10/6/2022
hvzupao,Burrito,Vegetables,0,0,0,1,0,1,1,1,1,19.66,10/6/2022
hvzupao,N/A,N/A,0,0,1,0,0,0,0,0,1,4.18,10/6/2022
cjvtbra,Burrito,Beef,0,1,0,0,0,0,0,0,0,10.19,10/6/2022
cjvtbra,N/A,N/A,0,0,0,1,0,0,1,0,1,7.67,10/6/2022
cjvtbra,N/A,N/A,0,0,1,0,0,0,0,0,0,2.19,10/6/2022
sbiytxm,N/A,N/A,0,0,0,0,1,0,1,1,1,10.33,10/6/2022
dplmfrk,Burrito,Beef,0,0,0,1,0,0,0,1,0,14.13,10/6/2022
dplmfrk,Bowl,Beef,0,0,0,0,0,0,0,1,0,10.18,10/6/2022
dplmfrk,Bowl,Chicken,1,1,0,0,0,0,0,1,0,13.28,10/6/2022
tvqkiyg,Bowl,Beef,0,0,0,0,0,1,1,0,0,12.17,10/6/2022
tvqkiyg,N/A,N/A,0,0,0,0,0,1,0,1,1,5.97,10/6/2022
tvqkiyg,N/A,N/A,0,0,0,0,0,0,0,1,1,3.98,10/6/2022
tvqkiyg,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/6/2022
mceyqon,Bowl,Beef,0,1,1,0,0,0,0,1,1,17.08,10/6/2022
mceyqon,Burrito,Steak,1,0,0,0,0,0,0,0,0,10.29,10/6/2022
eseshni,Burrito,Steak,0,1,0,0,0,0,1,1,0,14.53,10/6/2022
eseshni,N/A,N/A,0,0,0,1,0,1,0,0,0,5.68,10/6/2022
eseshni,N/A,N/A,0,0,1,0,0,1,0,0,0,4.18,10/6/2022
eseshni,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/6/2022
dlngxfv,Burrito,Chicken,1,1,0,0,1,0,1,1,1,21.62,10/6/2022
apewnai,Bowl,Steak,0,1,0,0,0,0,0,0,0,10.29,10/6/2022
apewnai,N/A,N/A,0,0,1,0,0,1,0,0,0,4.18,10/6/2022
apewnai,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/6/2022
ublxoer,Burrito,Steak,0,0,0,0,0,0,1,1,1,14.98,10/6/2022
ublxoer,N/A,N/A,0,0,0,1,0,0,1,0,0,5.68,10/6/2022
xwjlfeb,Burrito,Chicken,0,0,0,0,0,0,1,1,1,13.98,10/6/2022
xwjlfeb,Burrito,Beef,1,1,0,0,0,0,1,0,0,14.18,10/6/2022
xwjlfeb,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/6/2022
xwjlfeb,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/6/2022
otfekod,Burrito,Steak,0,0,0,1,0,0,1,0,1,16.42,10/6/2022
otfekod,Burrito,Vegetables,0,0,0,0,0,1,0,0,0,9.28,10/6/2022
otfekod,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/6/2022
pzjieul,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/6/2022
pzjieul,N/A,N/A,0,0,0,0,0,1,0,1,1,5.97,10/6/2022
pzjieul,N/A,N/A,0,0,0,0,0,1,0,0,1,3.98,10/6/2022
pzjieul,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/6/2022
xakzest,Bowl,Chicken,0,0,0,0,1,1,0,1,0,15.17,10/6/2022
xakzest,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/6/2022
xakzest,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/6/2022
xakzest,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/6/2022
bznviax,N/A,N/A,0,0,0,0,0,1,1,0,0,3.98,10/6/2022
bznviax,Burrito,Vegetables,1,0,0,0,0,0,1,1,0,13.27,10/6/2022
bznviax,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/6/2022
bznviax,N/A,N/A,0,0,0,0,0,0,0,0,0,0,10/6/2022
eazjdqg,Burrito,Vegetables,0,1,0,0,1,0,0,1,1,17.63,10/6/2022
eazjdqg,Burrito,Chicken,0,0,0,1,0,0,0,0,1,12.97,10/6/2022
eazjdqg,N/A,N/A,0,0,0,1,0,0,0,0,1,5.68,10/6/2022
eazjdqg,N/A,N/A,0,0,0,1,0,0,0,0,1,5.68,10/6/2022
zrpwcxd,N/A,N/A,0,0,0,0,0,1,0,1,1,6.69,10/6/2022
zrpwcxd,Burrito,Steak,0,1,0,0,0,0,1,0,0,12.28,10/6/2022
zrpwcxd,N/A,N/A,0,0,0,0,0,0,0,0,0,0,10/6/2022
cjmzjwn,Burrito,Chicken,0,1,0,0,0,1,0,0,0,11.28,10/6/2022
cjmzjwn,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/6/2022
zaiwrnq,Burrito,Chicken,0,1,0,0,0,0,1,0,1,13.73,10/6/2022
zaiwrnq,Burrito,Beef,1,1,1,0,0,0,1,0,0,16.37,10/6/2022
zaiwrnq,N/A,N/A,0,0,1,0,0,0,1,0,0,4.18,10/6/2022
zaiwrnq,N/A,N/A,0,0,0,1,0,0,0,0,0,3.69,10/6/2022
xvrgvff,Bowl,Steak,1,0,0,0,1,1,1,0,0,17.91,10/6/2022
xvrgvff,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/6/2022
ehtdzlz,Burrito,Steak,1,0,0,0,0,0,1,0,1,14.73,10/6/2022
ehtdzlz,Burrito,Steak,0,0,1,0,0,1,0,0,0,12.47,10/6/2022
ehtdzlz,N/A,N/A,0,0,1,0,0,0,0,0,0,2.19,10/6/2022
dckwrut,Burrito,Steak,0,1,1,0,0,0,1,0,1,16.92,10/6/2022
dckwrut,Burrito,Beef,1,0,0,0,0,0,1,0,0,12.18,10/6/2022
dckwrut,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/6/2022
dckwrut,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/6/2022
plpxcbd,Burrito,Steak,1,0,0,0,0,0,0,0,1,12.74,10/6/2022
plpxcbd,N/A,N/A,0,0,0,0,0,1,0,1,1,5.97,10/6/2022
plpxcbd,N/A,N/A,0,0,0,0,0,1,0,1,1,5.97,10/6/2022
plpxcbd,N/A,N/A,0,0,0,0,0,1,0,1,1,5.97,10/6/2022
dvewmaw,Burrito,Vegetables,1,0,0,0,0,0,0,0,1,11.74,10/6/2022
dvewmaw,Burrito,Vegetables,0,1,0,0,0,0,1,1,0,13.27,10/6/2022
dvewmaw,N/A,N/A,0,0,0,0,0,0,1,1,0,3.98,10/6/2022
dvewmaw,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/6/2022
xmbpdux,Burrito,Chicken,0,0,0,0,0,0,1,1,0,11.53,10/6/2022
xmbpdux,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/6/2022
xmbpdux,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/6/2022
xmbpdux,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/6/2022
nggepng,Burrito,Beef,0,0,0,1,0,0,0,1,0,14.13,10/6/2022
nggepng,Bowl,Vegetables,0,0,0,0,0,1,0,0,1,11.27,10/6/2022
nggepng,Bowl,Beef,0,1,0,0,0,1,0,0,1,14.17,10/6/2022
nggepng,Bowl,Steak,1,1,0,0,0,1,0,0,0,14.28,10/6/2022
inwnyfh,Burrito,Chicken,1,0,0,0,0,0,0,1,0,11.54,10/6/2022
inwnyfh,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/6/2022
inwnyfh,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/6/2022
inwnyfh,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/6/2022
obhzfqb,Bowl,Steak,1,0,0,0,0,0,0,1,1,14.99,10/6/2022
obhzfqb,N/A,N/A,0,0,0,1,0,1,0,0,0,5.68,10/6/2022
obhzfqb,N/A,N/A,0,0,0,1,0,1,0,0,0,5.68,10/6/2022
obhzfqb,N/A,N/A,0,0,0,1,0,0,0,0,0,3.69,10/6/2022
pcakygk,Bowl,Vegetables,1,1,0,0,0,1,1,0,0,15.27,10/6/2022
pcakygk,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/6/2022
pcakygk,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/6/2022
pcakygk,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/6/2022
nirkhtq,Burrito,Beef,0,0,0,0,0,1,0,0,0,10.18,10/6/2022
nirkhtq,N/A,N/A,0,0,0,0,0,1,0,1,0,3.98,10/6/2022
nirkhtq,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/6/2022
dhydfia,Burrito,Chicken,1,1,0,0,0,1,0,1,1,17.98,10/6/2022
dhydfia,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/6/2022
bblbkou,Bowl,Beef,0,0,0,0,0,0,0,0,0,8.19,10/6/2022
bblbkou,Burrito,Vegetables,1,0,1,0,0,1,0,1,1,17.45,10/6/2022
bblbkou,N/A,N/A,0,0,0,0,0,1,0,1,1,5.97,10/6/2022
bblbkou,N/A,N/A,0,0,0,0,0,0,0,1,1,3.98,10/6/2022
sltqoyr,Bowl,Chicken,1,1,0,0,0,1,0,0,0,13.28,10/6/2022
sltqoyr,Burrito,Chicken,1,0,0,0,0,0,0,0,1,11.28,10/6/2022
sltqoyr,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/6/2022
oogjyrv,Bowl,Vegetables,1,0,0,0,0,0,0,1,0,11.54,10/6/2022
oogjyrv,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/6/2022
ipatubd,Burrito,Chicken,0,0,0,0,0,0,0,0,1,9.74,10/6/2022
ipatubd,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/6/2022
ipatubd,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/6/2022
enpoheb,Burrito,Vegetables,1,0,0,0,1,1,1,1,1,21.61,10/6/2022
zeopzrv,Bowl,Beef,0,1,0,0,0,1,0,0,0,12.18,10/6/2022
zeopzrv,Burrito,Chicken,0,1,0,0,0,1,0,0,1,13.27,10/6/2022
zeopzrv,N/A,N/A,0,0,0,0,0,1,0,0,1,3.98,10/6/2022
zailidi,Burrito,Chicken,1,1,0,0,0,1,1,1,0,17.52,10/6/2022
zailidi,Burrito,Beef,1,1,0,0,0,0,0,1,0,14.18,10/6/2022
zailidi,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/6/2022
zailidi,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/6/2022
betczpp,N/A,N/A,0,0,0,0,0,1,1,1,1,8.68,10/6/2022
betczpp,N/A,N/A,0,0,0,1,0,1,1,0,0,7.67,10/6/2022
betczpp,N/A,N/A,0,0,0,1,0,0,1,0,0,5.68,10/6/2022
dbgexfc,Burrito,Steak,0,0,0,0,0,0,0,0,0,8.29,10/6/2022
pbyxbhw,Burrito,Chicken,0,1,0,0,0,1,0,0,1,13.73,10/6/2022
pbyxbhw,Bowl,Vegetables,1,1,0,0,0,1,0,1,0,15.27,10/6/2022
pbyxbhw,Bowl,Vegetables,1,1,0,0,0,1,0,1,0,15.27,10/6/2022
guhwuhz,Burrito,Vegetables,0,1,0,0,0,0,1,0,1,13.73,10/6/2022
yfzvftf,Bowl,Steak,0,0,0,0,1,1,1,1,0,18.16,10/6/2022
sxqngiy,Bowl,Beef,0,1,0,0,0,0,0,0,0,10.19,10/6/2022
sxqngiy,N/A,N/A,0,0,0,1,0,0,0,0,0,3.69,10/6/2022
tflqpuh,Bowl,Chicken,0,0,0,1,0,1,1,0,1,17.41,10/6/2022
rascstu,Burrito,Vegetables,1,1,0,0,1,0,1,0,0,16.92,10/6/2022
rascstu,N/A,N/A,0,0,0,0,0,0,1,1,1,5.97,10/6/2022
wmjecfl,Bowl,Chicken,0,0,0,0,0,0,1,0,0,9.28,10/6/2022
wmjecfl,Bowl,Beef,0,0,0,0,0,1,0,1,0,12.17,10/6/2022
wmjecfl,Bowl,Chicken,1,0,0,0,0,0,0,1,0,11.28,10/6/2022
wmjecfl,Bowl,Beef,0,0,0,0,0,0,0,1,0,10.18,10/6/2022
djsrsxk,N/A,N/A,0,0,0,0,0,1,0,1,0,4.24,10/6/2022
djsrsxk,Bowl,Vegetables,1,1,0,0,0,1,1,0,1,17.26,10/6/2022
djsrsxk,Bowl,Chicken,1,1,0,0,0,0,1,0,1,15.27,10/6/2022
djsrsxk,Bowl,Vegetables,0,0,0,0,0,0,0,0,1,9.28,10/6/2022
mjvmmvf,Bowl,Vegetables,0,0,1,0,0,0,0,0,0,9.48,10/6/2022
mjvmmvf,N/A,N/A,0,0,0,0,0,1,0,0,1,3.98,10/6/2022
mjvmmvf,N/A,N/A,0,0,0,0,0,1,0,0,1,3.98,10/6/2022
mjvmmvf,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/6/2022
ewxafzc,Bowl,Chicken,1,1,1,0,0,0,0,1,1,18.18,10/6/2022
ewxafzc,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/6/2022
ewxafzc,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/6/2022
mziblra,N/A,N/A,0,0,0,0,0,0,0,0,1,2.45,10/6/2022
mziblra,N/A,N/A,0,0,1,0,0,0,0,0,0,2.19,10/6/2022
mziblra,N/A,N/A,0,0,1,0,0,0,0,0,0,2.19,10/6/2022
mziblra,N/A,N/A,0,0,1,0,0,0,0,0,0,2.19,10/6/2022
snqrwwb,Bowl,Steak,0,1,0,0,0,1,1,0,1,16.72,10/6/2022
snqrwwb,Burrito,Steak,1,0,0,1,0,0,1,1,0,17.96,10/6/2022
snqrwwb,N/A,N/A,0,0,0,1,0,0,1,0,0,5.68,10/6/2022
snqrwwb,N/A,N/A,0,0,0,1,0,0,1,0,0,5.68,10/6/2022
rferqpz,Bowl,Vegetables,1,1,0,0,0,1,0,1,0,15.53,10/6/2022
rferqpz,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/6/2022
rferqpz,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/6/2022
rferqpz,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/6/2022
spwpimd,N/A,N/A,0,0,0,0,0,1,1,0,1,6.43,10/6/2022
cukgvut,Burrito,Beef,1,0,0,0,0,1,0,0,0,12.18,10/6/2022
cukgvut,N/A,N/A,0,0,0,0,0,0,1,0,1,3.98,10/6/2022
oskgqsx,Burrito,Chicken,1,1,0,1,0,0,0,1,0,17.23,10/6/2022
oskgqsx,Burrito,Vegetables,1,0,0,0,0,1,0,1,0,13.27,10/6/2022
nmhqqok,N/A,N/A,0,0,0,0,0,1,1,1,1,8.68,10/6/2022
nmhqqok,N/A,N/A,0,0,0,0,0,1,1,1,1,7.96,10/6/2022
nmhqqok,N/A,N/A,0,0,0,0,0,0,1,1,0,3.98,10/6/2022
pzhlaur,Burrito,Chicken,0,0,1,0,0,0,0,0,1,11.93,10/6/2022
pzhlaur,Burrito,Chicken,1,0,0,0,0,1,1,0,0,13.27,10/6/2022
pzhlaur,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/6/2022
pzhlaur,N/A,N/A,0,0,0,0,0,0,0,0,0,0,10/6/2022
fvcxgqy,Burrito,Beef,0,0,0,0,1,0,1,0,1,16.27,10/6/2022
fvcxgqy,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/6/2022
zfrlphf,Bowl,Chicken,1,0,0,0,0,1,1,1,0,15.52,10/6/2022
zfrlphf,Burrito,Vegetables,0,1,0,1,0,0,0,1,0,14.97,10/6/2022
zfrlphf,N/A,N/A,0,0,1,0,0,0,0,1,0,4.18,10/6/2022
wgexouj,Bowl,Beef,1,1,0,0,0,1,0,1,0,16.43,10/6/2022
crarqlj,N/A,N/A,0,0,0,0,1,0,1,0,1,8.08,10/6/2022
crarqlj,N/A,N/A,0,0,0,1,0,0,0,1,1,7.67,10/6/2022
crarqlj,N/A,N/A,0,0,1,0,0,0,0,1,1,6.17,10/6/2022
crarqlj,N/A,N/A,0,0,0,1,0,0,0,1,0,5.68,10/6/2022
zadeeqp,Burrito,Chicken,1,0,0,0,0,0,0,0,1,11.74,10/6/2022
zadeeqp,Burrito,Steak,1,1,0,0,0,0,1,1,1,18.26,10/6/2022
zadeeqp,N/A,N/A,0,0,0,0,0,0,1,1,1,5.97,10/6/2022
zadeeqp,N/A,N/A,0,0,0,0,0,0,1,0,1,3.98,10/6/2022
gwfuxsq,Bowl,Vegetables,1,1,0,0,0,1,1,0,0,15.27,10/6/2022
hhhsfwt,Bowl,Vegetables,0,0,0,0,0,1,0,1,1,13.98,10/6/2022
hhhsfwt,Burrito,Steak,1,1,0,1,0,1,0,0,1,19.96,10/6/2022
hhhsfwt,N/A,N/A,0,0,1,0,0,0,0,0,0,2.19,10/6/2022
axnrzfn,Bowl,Beef,1,1,0,0,0,0,1,1,0,16.43,10/6/2022
axnrzfn,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/6/2022
axnrzfn,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/6/2022
axnrzfn,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/6/2022
mktzgfp,Burrito,Vegetables,1,0,0,1,0,0,0,0,0,12.98,10/6/2022
mktzgfp,N/A,N/A,0,0,0,0,0,1,0,1,0,3.98,10/6/2022
mktzgfp,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/6/2022
mktzgfp,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/6/2022
husatzv,Burrito,Vegetables,0,1,0,0,0,0,0,1,0,11.54,10/6/2022
husatzv,N/A,N/A,0,0,1,0,0,0,1,0,1,6.17,10/6/2022
husatzv,N/A,N/A,0,0,0,1,0,0,1,0,1,7.67,10/6/2022
husatzv,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/6/2022
xknwxpp,Burrito,Chicken,0,1,0,0,1,0,1,0,1,17.37,10/6/2022
xknwxpp,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/6/2022
bsxzbxq,N/A,N/A,0,0,0,0,0,0,0,0,1,2.45,10/6/2022
bsxzbxq,N/A,N/A,0,0,0,0,0,0,1,0,1,3.98,10/6/2022
bsxzbxq,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/6/2022
zgybjxx,Bowl,Chicken,0,0,1,0,0,1,0,1,0,13.72,10/6/2022
zgybjxx,N/A,N/A,0,0,0,0,0,1,0,1,0,3.98,10/6/2022
zgybjxx,N/A,N/A,0,0,0,0,0,1,0,1,0,3.98,10/6/2022
zgybjxx,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/6/2022
bvygrix,Burrito,Beef,1,1,0,0,0,1,1,0,0,16.17,10/6/2022
bvygrix,Bowl,Steak,0,0,0,0,0,0,0,1,0,10.28,10/6/2022
bvygrix,Burrito,Vegetables,1,0,0,0,0,0,0,1,0,11.28,10/6/2022
bvygrix,N/A,N/A,0,0,0,0,0,0,0,0,0,0,10/6/2022
tlwkfxk,N/A,N/A,0,0,0,0,1,1,0,0,1,8.08,10/6/2022
tlwkfxk,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/6/2022
tlwkfxk,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/6/2022
wdlbvva,Bowl,Steak,0,0,0,0,0,1,0,0,1,12.73,10/6/2022
wdlbvva,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/6/2022
jxedluh,Burrito,Beef,1,0,0,0,0,1,0,0,0,12.18,10/6/2022
jxedluh,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/6/2022
hjtjxfu,Bowl,Chicken,1,1,0,0,0,0,1,1,0,15.53,10/6/2022
hjtjxfu,N/A,N/A,0,0,0,0,0,1,0,1,0,3.98,10/6/2022
hjtjxfu,N/A,N/A,0,0,0,0,0,1,0,1,0,3.98,10/6/2022
lxluayk,Bowl,Chicken,1,1,1,0,0,0,0,0,1,15.93,10/6/2022
lxluayk,N/A,N/A,0,0,0,1,0,1,0,0,0,5.68,10/6/2022
lxluayk,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/6/2022
lxluayk,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/6/2022
zrhqmzc,Bowl,Vegetables,1,0,0,0,0,1,0,0,1,13.73,10/6/2022
zrhqmzc,Bowl,Vegetables,1,1,0,0,0,0,0,1,1,15.27,10/6/2022
zrhqmzc,Burrito,Steak,0,0,0,0,0,0,0,1,1,12.27,10/6/2022
zrhqmzc,N/A,N/A,0,0,0,0,0,0,0,0,0,0,10/6/2022
ymmdgun,Bowl,Steak,1,0,0,0,0,1,0,0,0,12.28,10/6/2022
ymmdgun,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/6/2022
ymmdgun,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/6/2022
ymmdgun,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/6/2022
imlgyef,Burrito,Chicken,1,1,0,0,1,0,0,1,1,19.63,10/6/2022
imlgyef,N/A,N/A,0,0,1,0,0,0,0,0,0,2.19,10/6/2022
imlgyef,N/A,N/A,0,0,1,0,0,0,0,0,0,2.19,10/6/2022
imlgyef,N/A,N/A,0,0,0,1,0,0,0,0,0,3.69,10/6/2022
xfzoghw,Bowl,Steak,0,1,0,0,1,0,0,1,0,16.18,10/6/2022
xfzoghw,N/A,N/A,0,0,0,1,0,1,0,0,0,5.68,10/6/2022
xfzoghw,N/A,N/A,0,0,0,1,0,1,0,0,0,5.68,10/6/2022
xfzoghw,N/A,N/A,0,0,0,1,0,0,0,0,0,3.69,10/6/2022
ozhkjyz,Bowl,Steak,0,0,0,0,0,0,1,1,0,12.53,10/6/2022
lbcocbt,Burrito,Beef,1,1,1,0,0,1,1,1,1,23.06,10/6/2022
lbcocbt,Bowl,Vegetables,1,0,0,0,0,0,0,0,0,9.29,10/6/2022
lbcocbt,Bowl,Beef,1,1,0,0,0,0,0,0,0,12.19,10/6/2022
nbrrwkw,Burrito,Vegetables,0,0,0,0,0,1,0,1,0,11.53,10/6/2022
nbrrwkw,N/A,N/A,0,0,0,0,0,0,0,1,1,3.98,10/6/2022
nbrrwkw,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/6/2022
taodhjf,Burrito,Steak,1,1,0,0,0,0,1,0,1,16.73,10/6/2022
taodhjf,N/A,N/A,0,0,1,0,0,0,0,0,0,2.19,10/6/2022
taodhjf,N/A,N/A,0,0,0,1,0,0,0,0,0,3.69,10/6/2022
rpchclb,Bowl,Beef,1,1,0,1,0,1,1,0,1,22.31,10/7/2022
cbmunpk,Burrito,Vegetables,0,1,0,0,0,0,0,1,0,11.54,10/7/2022
cbmunpk,N/A,N/A,0,0,0,1,0,0,0,1,1,7.67,10/7/2022
cbmunpk,N/A,N/A,0,0,0,0,0,0,0,1,1,3.98,10/7/2022
cbmunpk,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/7/2022
leohdqf,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/7/2022
